id;nome;siglaPartido;siglaUf;idLegislatura;email;uriPartido
73579;Alberto Fraga;PL;DF;57;dep.albertofraga@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
74696;Alberto Mourão;MDB;SP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
220538;Albuquerque;REPUBLICANOS;RR;57;dep.albuquerque@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
160559;Alceu Moreira;MDB;RS;57;dep.alceumoreira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
204501;Alencar Santana;PT;SP;57;dep.alencarsantana@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
178972;Alex Manente;CIDADANIA;SP;57;dep.alexmanente@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37905
204571;Alex Santana;REPUBLICANOS;BA;57;dep.alexsantana@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
220542;Alexandre Guimarães;REPUBLICANOS;TO;57;dep.alexandreguimaraes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
220542;Alexandre Guimarães;MDB;TO;57;dep.alexandreguimaraes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
160545;Alexandre Leite;UNIÃO;SP;57;dep.alexandreleite@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220554;Alexandre Lindenmeyer;PT;RS;57;dep.alexandrelindenmeyer@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
204503;Alexandre Padilha;PT;SP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
221148;Alfredinho;PT;SP;57;dep.alfredinho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
220576;Alfredo Gaspar;UNIÃO;AL;57;dep.alfredogaspar@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
74057;Alice Portugal;PCdoB;BA;57;dep.aliceportugal@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36779
178927;Aliel Machado;PV;PR;57;dep.alielmachado@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36851
204353;Aline Gurgel;REPUBLICANOS;AP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
226708;Allan Garcês;PP;MA;57;dep.allangarces@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
178937;Altineu Côrtes;PL;RJ;57;dep.altineucortes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
178881;Aluisio Mendes;PSC;MA;57;dep.aluisiomendes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
178881;Aluisio Mendes;REPUBLICANOS;MA;57;dep.aluisiomendes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
220596;Amália Barros;PL;MT;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220707;Amanda Gentil;PP;MA;57;dep.amandagentil@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
204356;Amaro Neto;REPUBLICANOS;ES;57;dep.amaroneto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
220715;Amom Mandel;CIDADANIA;AM;57;dep.amommandel@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37905
107970;Ana Paula Leão;PP;MG;57;dep.anapaulaleao@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220556;Ana Paula Lima;PT;SC;57;dep.anapaulalima@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
220632;Ana Pimentel;PT;MG;57;dep.anapimentel@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
178831;ANDRÉ ABDON;PP;AP;57;dep.andreabdon@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220657;André Fernandes;PL;CE;57;dep.andrefernandes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
204423;André Ferreira;PL;PE;57;dep.andreferreira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
133439;André Figueiredo;PDT;CE;57;dep.andrefigueiredo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
178882;André Fufuca;PP;MA;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
204515;André Janones;AVANTE;MG;57;dep.andrejanones@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36898
220676;Andreia Siqueira;MDB;PA;57;dep.andreiasiqueira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
123756;Antônia Lúcia;REPUBLICANOS;AC;57;dep.antonialucia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
220544;Antonio Andrade;REPUBLICANOS;TO;57;dep.antonioandrade@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
160553;Antonio Brito;PSD;BA;57;dep.antoniobrito@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
220638;Antonio Carlos Rodrigues;PL;SP;57;dep.antoniocarlosrodrigues@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220675;Antônio Doido;MDB;PA;57;dep.antoniodoido@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
220549;Any Ortiz;CIDADANIA;RS;57;dep.anyortiz@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37905
73433;Arlindo Chinaglia;PT;SP;57;dep.arlindochinaglia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
141391;Arnaldo Jardim;CIDADANIA;SP;57;dep.arnaldojardim@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37905
160541;Arthur Lira;PP;AL;57;dep.arthurlira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
160600;Arthur Oliveira Maia;UNIÃO;BA;57;dep.arthuroliveiramaia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
74090;Átila Lins;PSD;AM;57;dep.atilalins@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
123086;Átila Lira;PP;PI;57;dep.atilamlira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
160665;Augusto Coutinho;REPUBLICANOS;PE;57;dep.augustocoutinho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
220577;Augusto Pupio;MDB;AP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
220577;Augusto Puppio;MDB;AP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
160512;Aureo Ribeiro;SOLIDARIEDADE;RJ;57;dep.aureoribeiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37904
69871;Bacelar;PV;BA;57;dep.bacelar@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36851
178975;Baleia Rossi;MDB;SP;57;dep.baleiarossi@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
220605;Bandeira de Mello;PSB;RJ;57;dep.bandeirademello@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
220612;Bebeto;PTB;RJ;57;dep.bebeto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220612;Bebeto;PP;RJ;57;dep.bebeto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
73701;Benedita da Silva;PT;RJ;57;dep.beneditadasilva@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
109429;Benes Leocádio;UNIÃO;RN;57;dep.benesleocadio@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
204358;Beto Pereira;PSDB;MS;57;dep.betopereira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36835
220698;Beto Preto;PSD;PR;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
220683;Beto Richa;PSDB;PR;57;dep.betoricha@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36835
204374;Bia Kicis;PL;DF;57;dep.biakicis@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
204388;Bibo Nunes;PL;RS;57;dep.bibonunes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
160538;Bohn Gass;PT;RS;57;dep.bohngass@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
74052;Bosco Costa;PL;SE;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
210989;Bruno Farias;AVANTE;MG;57;dep.brunofarias@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36898
220635;Bruno Ganem;PODE;SP;57;dep.brunoganem@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
220574;Cabo Gilberto Silva;PL;PB;57;dep.cabogilbertosilva@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
143942;Caio Vianna;PSD;RJ;57;dep.caiovianna@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
220548;Camila Jara;PT;MS;57;dep.camilajara@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
204572;Capitão Alberto Neto;PL;AM;57;dep.capitaoalbertoneto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220690;Capitão Alden;PL;BA;57;dep.capitaoalden@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
178829;Capitão Augusto;PL;SP;57;dep.capitaoaugusto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
229069;Capitão Samuel;PP;SE;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
229106;Carla Ayres;PT;SC;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
213762;Carla Dickson;UNIÃO;RN;57;dep.carladickson@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
204507;Carla Zambelli;PL;SP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
204361;Carlos Chiodini;MDB;SC;57;dep.carloschiodini@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
178962;Carlos Gomes;REPUBLICANOS;RS;57;dep.carlosgomes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
178993;Carlos Henrique Gaguim;UNIÃO;TO;57;dep.carloshenriquegaguim@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
204460;Carlos Jordy;PL;RJ;57;dep.carlosjordy@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
74262;Carlos Sampaio;PSDB;SP;57;dep.carlossampaio@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
74262;Carlos Sampaio;PSD;SP;57;dep.carlossampaio@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
204426;Carlos Veras;PT;PE;57;dep.carlosveras@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
141398;Carlos Zarattini;PT;SP;57;dep.carloszarattini@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
164360;Carmen Zanotto;CIDADANIA;SC;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37905
220704;Carol Dartora;PT;PR;57;dep.caroldartora@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
204369;Caroline de Toni;PL;SC;57;dep.carolinedetoni@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220699;Castro Neto;PSD;PI;57;dep.castroneto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
206018;Célia Xakriabá;PSOL;MG;57;dep.celiaxakriaba@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36839
178876;Célio Silveira;MDB;GO;57;dep.celiosilveira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
204488;Célio Studart;PSD;CE;57;dep.celiostudart@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
73441;Celso Russomanno;REPUBLICANOS;SP;57;dep.celsorussomanno@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
204496;Celso Sabino;UNIÃO;PA;57;dep.celsosabino@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
204504;Cezinha de Madureira;PSD;SP;57;dep.cezinhademadureira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
205476;Charles Fernandes;PSD;BA;57;dep.charlesfernandes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
74171;Chico Alencar;PSOL;RJ;57;dep.chicoalencar@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36839
204476;Chiquinho Brazão;UNIÃO;RJ;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36852
204476;Chiquinho Brazão;S.PART.;RJ;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36852
204462;Chris Tonietto;PL;RJ;57;dep.christonietto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220665;Clarissa Tércio;PP;PE;57;dep.clarissatercio@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
74537;Claudio Cajado;PP;BA;57;dep.claudiocajado@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
141408;Cleber Verde;REPUBLICANOS;MA;57;dep.cleberverde@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
141408;Cleber Verde;MDB;MA;57;dep.cleberverde@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
88256;Clodoaldo Magalhães;PV;PE;57;dep.clodoaldomagalhaes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36851
98148;Cobalchini;MDB;SC;57;dep.cobalchini@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
204376;Coronel Armando;PL;SC;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
204376;Coronel Armando;PP;SC;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220594;Coronel Assis;UNIÃO;MT;57;dep.coronelassis@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
204378;Coronel Chrisóstomo;PL;RO;57;dep.coronelchrisostomo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220595;Coronel Fernanda;PL;MT;57;dep.coronelfernanda@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220666;Coronel Meira;PL;PE;57;dep.coronelmeira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
204514;Coronel Tadeu;PL;SP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
222142;Coronel Telhada;PP;SP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220590;Coronel Ulysses;UNIÃO;AC;57;dep.coronelulysses@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
178963;Covatti Filho;PP;RS;57;dep.covattifilho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220608;Cristiane Lopes;UNIÃO;RO;57;dep.cristianelopes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
234840;Cristiano Furlan;REDE;AP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36886
204355;Da Vitoria;PP;ES;57;dep.davitoria@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
141411;Dagoberto Nogueira;PSDB;MS;57;dep.dagobertonogueira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36835
220555;Daiana Santos;PCdoB;RS;57;dep.daianasantos@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36779
220692;Dal Barreto;UNIÃO;BA;57;dep.dalbarreto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
74467;Damião Feliciano;UNIÃO;PB;57;dep.damiaofeliciano@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220629;Dandara;PT;MG;57;dep.dandara@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
220603;Dani Cunha;UNIÃO;RJ;57;dep.danicunha@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220571;Daniel Agrobom;PL;GO;57;dep.danielagrobom@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
74060;Daniel Almeida;PCdoB;BA;57;dep.danielalmeida@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36779
220582;Daniel Barbosa;PP;AL;57;dep.danielbarbosa@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
204367;Daniel Freitas;PL;SC;57;dep.danielfreitas@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
228941;Daniel José;PODE;SP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
220614;Daniel Soranz;PSD;RJ;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
204409;Daniel Trzeciak;PSDB;RS;57;dep.danieltrzeciak@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36835
204459;Daniela do Waguinho;UNIÃO;RJ;57;dep.danieladowaguinho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220557;Daniela Reinehr;PL;SC;57;dep.danielareinehr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
62881;Danilo Forte;UNIÃO;CE;57;dep.daniloforte@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
160552;Danrlei de Deus Hinterholz;PSD;RS;57;dep.danrleidedeushinterholz@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
116379;Darci de Matos;PSD;SC;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
204511;David Soares;UNIÃO;SP;57;dep.davidsoares@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220659;Dayany Bittencourt;UNIÃO;CE;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220659;Dayany do Capitão;UNIÃO;CE;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220539;Defensor Stélio Dener;REPUBLICANOS;RR;57;dep.defensorsteliodener@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
220565;Delegada Adriana Accorsi;PT;GO;57;dep.delegadaadrianaaccorsi@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
220625;Delegada Ione;AVANTE;MG;57;dep.delegadaione@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36898
220561;Delegada Katarina;PSD;SE;57;dep.delegadakatarina@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
220642;Delegado Bruno Lima;PP;SP;57;dep.delegadobrunolima@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220673;Delegado Caveira;PL;PA;57;dep.delegadocaveira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220649;Delegado da Cunha;PP;SP;57;dep.delegadodacunha@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
178908;Delegado Éder Mauro;PL;PA;57;dep.delegadoedermauro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220583;Delegado Fabio Costa;PP;AL;57;dep.delegadofabiocosta@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
204512;Delegado Marcelo Freitas;UNIÃO;MG;57;dep.delegadomarcelofreitas@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220701;Delegado Matheus Laiola;UNIÃO;PR;57;dep.delegadomatheuslaiola@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220652;Delegado Palumbo;MDB;SP;57;dep.delegadopalumbo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
220654;Delegado Paulo Bilynskyj;PL;SP;57;dep.delegadopaulobilynskyj@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220619;Delegado Ramagem;PL;RJ;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
228272;Délio Pinheiro;PDT;MG;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
220705;Deltan Dallagnol;PODE;PR;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
220553;Denise Pessôa;PT;RS;57;dep.denisepessoa@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
220689;Detinha;PL;MA;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
160588;Diego Andrade;PSD;MG;57;dep.diegoandrade@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
220691;Diego Coronel;PSD;BA;57;dep.diegocoronel@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
178929;Diego Garcia;REPUBLICANOS;PR;57;dep.diegogarcia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
73768;Dilceu Sperafico;PP;PR;57;dep.dilceusperafico@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220671;Dilvanda Faro;PT;PA;57;dep.dilvandafaro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
160599;Dimas Fabiano;PP;MG;57;dep.dimasfabiano@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220602;Dimas Gadelha;PT;RJ;57;dep.dimasgadelha@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
143632;Domingos Neto;PSD;CE;57;dep.domingosneto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
160758;Domingos Sávio;PL;MG;57;dep.domingossavio@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220573;Dorinaldo Malafaia;PDT;AP;57;dep.dorinaldomalafaia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
227433;Douglas Viegas;UNIÃO;SP;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
204450;Doutor Luizinho;PP;RJ;57;dep.doutorluizinho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
221339;Dr Benjamim;UNIÃO;MA;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
227401;Dr Fabio Rueda;UNIÃO;AC;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
227991;Dr Flávio;PL;RJ;57;dep.drflavio@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
226708;Dr. Allan Garcês;PP;MA;57;dep.allangarces@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
221339;Dr. Benjamim;UNIÃO;MA;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220614;Dr. Daniel Soranz;PSD;RJ;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
220610;Dr. Fernando Máximo;UNIÃO;RO;57;dep.dr.fernandomaximo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220688;Dr. Francisco;PT;PI;57;dep.dr.francisco@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
204518;Dr. Frederico;PATRIOTA;MG;57;dep.dr.frederico@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
204518;Dr. Frederico;PRD;MG;57;dep.dr.frederico@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
212625;Dr. Gonçalo;PODE;MA;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
220570;Dr. Ismael Alexandrino;PSD;GO;57;dep.dr.ismaelalexandrino@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
204481;Dr. Jaziel;PL;CE;57;dep.dr.jaziel@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
204351;Dr. Luiz Ovando;PP;MS;57;dep.dr.luizovando@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
228616;Dr. Remy Soares;PP;MA;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220528;Dr. Victor Linhalis;PODE;ES;57;dep.dr.victorlinhalis@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
204412;Dr. Zacharias Calil;UNIÃO;GO;57;dep.dr.zachariascalil@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
220674;Dra. Alessandra Haber;MDB;PA;57;dep.dra.alessandrahaber@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
230088;Dra. Mayra Pinheiro;PL;CE;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
220686;Duarte;PSB;MA;57;dep.duartejr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
227800;Duarte Gonçalves Jr;PSC;MG;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
227800;Duarte Gonçalves Jr;PODE;MG;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
227800;Duarte Gonçalves Jr;REPUBLICANOS;MG;57;;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
220686;Duarte Jr.;PSB;MA;57;dep.duartejr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
220540;Duda Ramos;MDB;RR;57;dep.dudaramos@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
220623;Duda Salabert;PDT;MG;57;dep.dudasalabert@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
